"filename", "language", "CSS", "PHP", "JavaScript", "JSON", "Markdown", "Ini", "comment", "blank", "total"
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\plugin-icon.php", "PHP", 0, 9, 0, 0, 0, 0, 9, 2, 20
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\plugin-info\description.php", "PHP", 0, 61, 0, 0, 0, 0, 13, 4, 78
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\plugin-info\features.php", "PHP", 0, 90, 0, 0, 0, 0, 16, 8, 114
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\plugin-info\index.php", "PHP", 0, 1, 0, 0, 0, 0, 2, 0, 3
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\plugin-info\screenshots.php", "PHP", 0, 18, 0, 0, 0, 0, 13, 4, 35
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\powered-by.php", "PHP", 0, 31, 0, 0, 0, 0, 24, 6, 61
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\pricing.php", "PHP", 0, 144, 0, 0, 0, 0, 42, 23, 209
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\secure-https-header.php", "PHP", 0, 25, 0, 0, 0, 0, 12, 2, 39
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\sticky-admin-notice-js.php", "PHP", 0, 24, 0, 0, 0, 0, 10, 5, 39
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\tabs-capture-js.php", "PHP", 0, 43, 0, 0, 0, 0, 12, 8, 63
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\freemius\templates\tabs.php", "PHP", 0, 132, 0, 0, 0, 0, 27, 31, 190
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\index.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\autoload.php", "PHP", 0, 3, 0, 0, 0, 0, 1, 4, 8
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\ClassLoader.php", "PHP", 0, 253, 0, 0, 0, 0, 148, 45, 446
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\autoload_classmap.php", "PHP", 0, 5, 0, 0, 0, 0, 1, 4, 10
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\autoload_namespaces.php", "PHP", 0, 5, 0, 0, 0, 0, 1, 4, 10
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\autoload_psr4.php", "PHP", 0, 6, 0, 0, 0, 0, 1, 4, 11
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\autoload_real.php", "PHP", 0, 40, 0, 0, 0, 0, 1, 12, 53
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\autoload_static.php", "PHP", 0, 24, 0, 0, 0, 0, 1, 7, 32
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\composer\installed.json", "JSON", 0, 0, 0, 54, 0, 0, 0, 1, 55
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\README.md", "Markdown", 0, 0, 0, 0, 168, 0, 0, 33, 201
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\composer.json", "JSON", 0, 0, 0, 33, 0, 0, 0, 1, 34
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\src\BeforeValidException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\src\ExpiredException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\src\JWK.php", "PHP", 0, 92, 0, 0, 0, 0, 59, 21, 172
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\src\JWT.php", "PHP", 0, 279, 0, 0, 0, 0, 188, 46, 513
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\includes\vendor\firebase\php-jwt\src\SignatureInvalidException.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\index.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\public\class-wpgsi-public.php", "PHP", 0, 15, 0, 0, 0, 0, 72, 17, 104
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\public\css\wpgsi-public.css", "CSS", 0, 0, 0, 0, 0, 0, 4, 0, 4
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\public\index.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\public\js\wpgsi-public.js", "JavaScript", 0, 0, 3, 0, 0, 0, 27, 3, 33
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\public\partials\wpgsi-public-display.php", "PHP", 0, 3, 0, 0, 0, 0, 11, 3, 17
"c:\xampp\htdocs\office\wp-content\plugins\wpgsi\wpgsi.php", "PHP", 0, 73, 0, 0, 0, 0, 52, 14, 139
"Total", "-", 14, 38418, 9744, 187, 838, 6, 18851, 9478, 77536
